text ,domain,name ,kind ,model
"artillery support, and A Company (Major A. L. Ashwell), and D Company (Capt. B. W. Vann), were",CollegeEssay_real_1322,Real College Essays,Human-Written,Human
"detailed. A hasty conference was arranged at a small dug-out at which Col. Fowler, who intended",CollegeEssay_real_1323,Real College Essays,Human-Written,Human
"himself to lead the attack, gave the few orders that were possible in the circumstances:--""A",CollegeEssay_real_1324,Real College Essays,Human-Written,Human
"quiet advance, no firing, and in with the bayonet.""",CollegeEssay_real_1325,Real College Essays,Human-Written,Human
,CollegeEssay_real_1326,Real College Essays,Human-Written,Human
"Owing to the darkness and the unfamiliar ground, it was necessary to make some arrangement",CollegeEssay_real_1327,Real College Essays,Human-Written,Human
"for keeping direction. Major Becher was, therefore, sent across to the West Face, with instructions",CollegeEssay_real_1328,Real College Essays,Human-Written,Human
"to stay at the extreme right flank of the 138th Brigade position, and there to show a light",CollegeEssay_real_1329,Real College Essays,Human-Written,Human
from a flash lamp on which the left flank of our attack would be directed.,CollegeEssay_real_1330,Real College Essays,Human-Written,Human
,CollegeEssay_real_1331,Real College Essays,Human-Written,Human
"As soon as this was settled, and Company Commanders had issued their instructions, we began",CollegeEssay_real_1332,Real College Essays,Human-Written,Human
"to deploy in front of our original front line trench, as nearly as possible opposite our objective.",CollegeEssay_real_1333,Real College Essays,Human-Written,Human
,CollegeEssay_real_1334,Real College Essays,Human-Written,Human
"It was again a very slow job getting the men out of the deep and narrow support trenches, and",CollegeEssay_real_1335,Real College Essays,Human-Written,Human
over a single duck-board bridge across the front line into position; indeed many men of D Company,CollegeEssay_real_1336,Real College Essays,Human-Written,Human
"never received the order at all, and remained in the support trench in ignorance of what was",CollegeEssay_real_1337,Real College Essays,Human-Written,Human
"going on. The men were extended to about four paces, D Company on the right, A on the left.",CollegeEssay_real_1338,Real College Essays,Human-Written,Human
"This movement was carried out very quietly, with entire absence of hesitation or confusion,",CollegeEssay_real_1339,Real College Essays,Human-Written,Human
and the men were then dressed as nearly as possible on the required alignment--no easy matter,CollegeEssay_real_1340,Real College Essays,Human-Written,Human
"when one has only a map, and has never seen the objective or the ground in front of it. Rifles",CollegeEssay_real_1341,Real College Essays,Human-Written,Human
"were loaded and bayonets fixed, Col. Fowler with characteristic unselfishness, giving his rifle",CollegeEssay_real_1342,Real College Essays,Human-Written,Human
"to an Officer who had a bayonet, but no rifle to put it on. All these preliminaries were carried",CollegeEssay_real_1343,Real College Essays,Human-Written,Human
"out without attracting the attention of the enemy, who were about 250 yards away. Finally at",CollegeEssay_real_1344,Real College Essays,Human-Written,Human
"about 3.45 a.m. the order was given to advance, keeping our left flank on Becher's lamp, which",CollegeEssay_real_1345,Real College Essays,Human-Written,Human
"we could see from time to time across the intervening ground. It was a strange experience,",CollegeEssay_real_1346,Real College Essays,Human-Written,Human
"this slow night advance through the darkness and mist in the almost uncanny stillness which,",CollegeEssay_real_1347,Real College Essays,Human-Written,Human
"sooner or later, always follows heavy fighting; so like what many of us had done in peace-time",CollegeEssay_real_1348,Real College Essays,Human-Written,Human
"night-ops, that it was difficult to realise that this was war, and would end in hand-to-hand",CollegeEssay_real_1349,Real College Essays,Human-Written,Human
"fighting; that, however quietly we went, we must eventually be discovered, and perhaps swept",CollegeEssay_real_1350,Real College Essays,Human-Written,Human
"away by machine gun and rifle fire. The ground was for the most part level, and not badly cut",CollegeEssay_real_1351,Real College Essays,Human-Written,Human
"up, and there was little wire. A few of our dead, one or two severely wounded still struggling",CollegeEssay_real_1352,Real College Essays,Human-Written,Human
"painfully back to our lines, and a number of abandoned rifles were all that were left to show",CollegeEssay_real_1353,Real College Essays,Human-Written,Human
what had happened on the previous day. When we were about half-way across it was realised that,CollegeEssay_real_1354,Real College Essays,Human-Written,Human
"we were getting too far to the left, and direction was changed half-right. It was not until",CollegeEssay_real_1355,Real College Essays,Human-Written,Human
"the right of the line was close up to the old German wire, that we were discovered. Fire was",CollegeEssay_real_1356,Real College Essays,Human-Written,Human
"opened from somewhere half-right, probably in the neighbourhood of Point 60, but it was not",CollegeEssay_real_1357,Real College Essays,Human-Written,Human
"severe, and only a few casualties were caused. On arriving at West Face it was found to be",CollegeEssay_real_1358,Real College Essays,Human-Written,Human
"practically empty on the right, the few Germans who had been there having probably left hurriedly",CollegeEssay_real_1359,Real College Essays,Human-Written,Human
"as we approached. On the left we found a mixed crowd of Lincolns, Leicesters, and Monmouths,",CollegeEssay_real_1360,Real College Essays,Human-Written,Human
"with a few Robin Hoods, all under the command of Col. Evill, of the Monmouths. Many of them",CollegeEssay_real_1361,Real College Essays,Human-Written,Human
"were wounded, and nearly all were exhausted by their dreadful experiences of the previous day.",CollegeEssay_real_1362,Real College Essays,Human-Written,Human
"Our arrival was, therefore, very opportune and put fresh life into them.",CollegeEssay_real_1363,Real College Essays,Human-Written,Human
,CollegeEssay_real_1364,Real College Essays,Human-Written,Human
"It was now quite evident that we had come too far to the left, and although we had gained 100",CollegeEssay_real_1365,Real College Essays,Human-Written,Human
"yards or so of the West Face, our right flank was not in touch with the 6th Battalion in Big",CollegeEssay_real_1366,Real College Essays,Human-Written,Human
"Willie. In their eagerness to get at the Germans, and urged on by the shouts of the Lincolns",CollegeEssay_real_1367,Real College Essays,Human-Written,Human
"and Leicesters, the left half of A Company ran through the West Face and began pushing on.",CollegeEssay_real_1368,Real College Essays,Human-Written,Human
"The enemy, however, were waking up, and our men were met with much heavier fire, which, although",CollegeEssay_real_1369,Real College Essays,Human-Written,Human
"unaimed, caused a number of casualties. Edge was severely wounded in the arm and chest, and",CollegeEssay_real_1370,Real College Essays,Human-Written,Human
"Everard Handford was killed instantaneously by a bullet in the head, whilst numbers of men",CollegeEssay_real_1371,Real College Essays,Human-Written,Human
also fell. It was then seen that any further advance was out of the question. The only thing,CollegeEssay_real_1372,Real College Essays,Human-Written,Human
"to be done was to consolidate what we had, and try to extend our gains laterally by bombing",CollegeEssay_real_1373,Real College Essays,Human-Written,Human
"along the West Face. Grenadiers and grenades (English and German) were collected, parties were",CollegeEssay_real_1374,Real College Essays,Human-Written,Human
"organised by Ashwell and Vann, and several more yards of trench were gained. Strachan leading",CollegeEssay_real_1375,Real College Essays,Human-Written,Human
"one of these along the trench with utter fearlessness was never seen again, and was probably",CollegeEssay_real_1376,Real College Essays,Human-Written,Human
killed at once. Shortage of grenades soon made it clear that we must stop and build a barricade,CollegeEssay_real_1377,Real College Essays,Human-Written,Human
"to hold up the Germans, who as usual seemed to have a never-ending supply.",CollegeEssay_real_1378,Real College Essays,Human-Written,Human
,CollegeEssay_real_1379,Real College Essays,Human-Written,Human
"On the extreme right, Vann and others of D Company had come across some Boches out of the trench,",CollegeEssay_real_1380,Real College Essays,Human-Written,Human
"apparently preparing to make an attack over the open. Most of these were slaughtered, and the",CollegeEssay_real_1381,Real College Essays,Human-Written,Human
rest made all possible haste back to their trench. This appears to have been part of an organised,CollegeEssay_real_1382,Real College Essays,Human-Written,Human
"counter-attack, as the enemy tried a similar attack on the left as well, which also failed.",CollegeEssay_real_1383,Real College Essays,Human-Written,Human
"Nothing was heard of the bombing in Big Willie by the 6th Battalion, but we learnt afterwards",CollegeEssay_real_1384,Real College Essays,Human-Written,Human
